No.,Items1,Items2,Items3,Items4,Items5,Items6,Items7,Items8,Items9,,,,,,,,,,,,,,,,,,,,,,,
7824,Kroket,Roti_Tawar,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7825,Bollen_pisang,Kue_Kering,EsCoklat_botol,Kue_lumpur,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
7826,Risoles,Donat,Brownies,Misoa,RotiManis_Keju,EsKopi_botol,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7827,Bollen_pisang,Kue_Kering,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7828,Bollen_pisang,Kue_Kering,EsCoklat_botol,Kue_lumpur,Maffin,KunirAsem_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7829,Kroket,Kroisan,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7830,Bollen_pisang,Kue_Kering,Donat,Risoles,RotiManis_Keju,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7831,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7832,Kroket,KunirAsem_botol,EsCoklat_botol,Donat,Kroisan,Arem_arem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
7833,Sosis_solo,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7834,Kue_Kering,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7835,Sosis_solo,Kroket,EsCoklat_botol,Risoles,Kroisan,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7836,Apem,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7837,Bollen_pisang,Kue_Kering,EsCoklat_botol,Lemper,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7838,Camilan_khas_pati,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7839,Risoles,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7841,Kroisan,Apem,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7842,Kroket,Maffin,Sosis_solo,RotiManis_Selai,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,
7843,Arem_arem,Apem,Sosis_solo,Lemper,Maffin,EsKopi_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7844,Lemper,RotiManis_Coklat,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845,Donat,Risoles,Sosis_solo,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7846,Kroket,EsCoklat_botol,Maffin,Roti_Tawar,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
7847,RotiManis_Keju,Lemper,Camilan_khas_pati,Misoa,Brownies,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7848,Risoles,Donat,Camilan_khas_pati,KunirAsem_botol,Maffin,Arem_arem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
7849,Bollen_pisang,Kue_Kering,Donat,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,Camilan_khas_pati,EsCoklat_botol,Kroket,Roti_Tawar,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7852,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853,Kue_Kering,Kroket,Arem_arem,Apem,EsKopi_botol,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,Kroket,Maffin,Roti_Tawar,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,Bollen_pisang,Kue_Kering,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,Maffin,Donat,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,Arem_arem,Misoa,EsCoklat_botol,Kue_lumpur,Risoles,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7858,Donat,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7859,Maffin,Apem,Brownies,EsCoklat_botol,Kue_lumpur,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,seasonal products,detergent,soap,,,,,,,,,,,,
7860,Lemper,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7861,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7862,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7863,Maffin,Kroket,Apem,Kue_Kering,Kue_lumpur,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7864,Maffin,Risoles,Brownies,Misoa,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7865,Kroket,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7866,Bollen_pisang,Kue_Kering,Camilan_khas_pati,Kue_lumpur,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7868,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,Kroket,Brownies,Kue_lumpur,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,Kroket,EsKopi_botol,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7871,RotiManis_Keju,Risoles,Donat,RotiManis_Selai,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872,Kue_Kering,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7873,Maffin,RotiManis_Coklat,EsCoklat_botol,EsKopi_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,Kue_lumpur,Kroket,EsCoklat_botol,Apem,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875,Donat,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7876,RotiManis_Keju,Lemper,EsCoklat_botol,Maffin,Sosis_solo,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7877,Arem_arem,Sosis_solo,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7878,Risoles,EsCoklat_botol,RotiManis_Keju,Camilan_khas_pati,KunirAsem_botol,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7879,Kroket,EsCoklat_botol,Roti_Tawar,Kue_lumpur,Risoles,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7880,Kue_lumpur,Kroket,Sosis_solo,Maffin,KunirAsem_botol,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7881,Risoles,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7883,Kue_lumpur,EsCoklat_botol,RotiManis_Keju,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885,Sosis_solo,Kroket,EsCoklat_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886,Kue_lumpur,EsKopi_botol,Maffin,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7887,Arem_arem,Kroket,EsCoklat_botol,Kue_lumpur,Maffin,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,
7888,Roti_Tawar,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889,Bollen_pisang,Kue_Kering,RotiManis_Keju,Camilan_khas_pati,Risoles,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7890,Roti_Tawar,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891,Kroket,EsCoklat_botol,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,Risoles,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893,Kroket,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894,Bollen_pisang,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895,RotiManis_Keju,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896,Risoles,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897,Maffin,Kroket,Donat,Kroisan,EsCoklat_botol,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7898,Kroket,Kue_lumpur,EsKopi_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899,Arem_arem,Kroket,EsCoklat_botol,RotiManis_Selai,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,Roti_Tawar,Apem,EsKopi_botol,Kroket,Sosis_solo,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7901,Roti_Tawar,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7902,Sosis_solo,Risoles,RotiManis_Selai,Maffin,EsKopi_botol,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7903,Kroket,EsCoklat_botol,RotiManis_Keju,Kue_lumpur,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904,Kroket,Donat,Lemper,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905,RotiManis_Keju,Apem,EsCoklat_botol,Maffin,KunirAsem_botol,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7906,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907,Risoles,EsCoklat_botol,Kue_lumpur,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908,Bollen_pisang,Kue_Kering,EsCoklat_botol,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909,Roti_Tawar,Apem,EsCoklat_botol,RotiManis_Selai,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910,Kroket,RotiManis_Coklat,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,Misoa,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7912,Risoles,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7913,RotiManis_Selai,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7914,Bollen_pisang,Kue_Kering,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915,EsCoklat_botol,Sosis_solo,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916,Bollen_pisang,Kue_Kering,Camilan_khas_pati,Kue_lumpur,EsCoklat_botol,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7917,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918,Kroket,EsKopi_botol,Brownies,RotiManis_Selai,KunirAsem_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7919,Roti_Tawar,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920,Arem_arem,RotiManis_Coklat,Camilan_khas_pati,Maffin,RotiManis_Keju,EsKopi_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7921,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922,Kue_lumpur,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7923,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7924,Risoles,Kroket,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7925,Kroket,Donat,Camilan_khas_pati,Maffin,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7926,Maffin,Misoa,EsCoklat_botol,Risoles,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7927,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7928,Risoles,EsCoklat_botol,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7929,EsKopi_botol,EsCoklat_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7930,Kroket,RotiManis_Coklat,Maffin,Donat,EsKopi_botol,Arem_arem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
7931,Bollen_pisang,Kue_Kering,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7932,Kroket,Roti_Tawar,EsCoklat_botol,Risoles,Maffin,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7933,EsCoklat_botol,Risoles,Maffin,Sosis_solo,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7934,Risoles,Apem,Kue_lumpur,Kue_Kering,Maffin,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7935,Kroisan,EsKopi_botol,RotiManis_Keju,Donat,EsCoklat_botol,Arem_arem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
7936,Camilan_khas_pati,EsCoklat_botol,Donat,Roti_Tawar,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7937,Camilan_khas_pati,EsCoklat_botol,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7938,Camilan_khas_pati,Kroisan,Sosis_solo,Roti_Tawar,Maffin,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7939,Kroket,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7940,Sosis_solo,RotiManis_Coklat,Donat,Kue_Kering,Kue_lumpur,EsKopi_botol,Camilan_khas_pati,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7941,Arem_arem,Sosis_solo,Camilan_khas_pati,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7942,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7943,Risoles,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7944,Kue_lumpur,EsCoklat_botol,Kroisan,Brownies,Maffin,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7945,Kue_lumpur,Kroisan,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7946,Bollen_pisang,Kue_Kering,Sosis_solo,Maffin,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7947,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7948,Kroket,Donat,RotiManis_Keju,Risoles,EsCoklat_botol,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7949,Maffin,EsCoklat_botol,Kroisan,Lemper,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950,Kroisan,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951,Kroket,Roti_Tawar,Donat,Risoles,EsCoklat_botol,Arem_arem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
7952,RotiManis_Keju,Roti_Tawar,EsCoklat_botol,Donat,KunirAsem_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7953,EsKopi_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,Kue_Kering,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7955,Lemper,Apem,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7956,RotiManis_Keju,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7957,Maffin,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7958,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7959,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7960,Risoles,KunirAsem_botol,RotiManis_Keju,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961,Risoles,Maffin,Camilan_khas_pati,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7962,Kue_lumpur,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7964,RotiManis_Coklat,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7965,Lemper,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7966,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7967,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7968,Risoles,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7969,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7970,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7971,Kue_Kering,Sosis_solo,Donat,Arem_arem,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7972,Bollen_pisang,Kue_Kering,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7973,Kue_lumpur,EsCoklat_botol,Arem_arem,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7974,Risoles,RotiManis_Coklat,RotiManis_Keju,Roti_Tawar,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975,Kue_Kering,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7976,Bollen_pisang,Kue_Kering,EsCoklat_botol,Kue_lumpur,Maffin,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7977,Kroket,Brownies,Arem_arem,Kue_Kering,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7978,Lemper,EsCoklat_botol,Risoles,RotiManis_Keju,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979,Kue_lumpur,Kroket,Sosis_solo,Risoles,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7980,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7981,Kue_lumpur,Kroket,EsCoklat_botol,Apem,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7982,RotiManis_Keju,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7983,KunirAsem_botol,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7984,Bollen_pisang,Kue_Kering,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7985,Kroket,Maffin,EsCoklat_botol,Roti_Tawar,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,
7986,Kue_Kering,Kroket,Risoles,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7987,Kue_lumpur,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7988,RotiManis_Keju,Lemper,KunirAsem_botol,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7989,Maffin,EsCoklat_botol,Kroisan,Risoles,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7990,Kue_lumpur,Kroket,EsCoklat_botol,Apem,Misoa,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7991,Kue_Kering,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7992,RotiManis_Keju,Roti_Tawar,KunirAsem_botol,Lemper,Kue_lumpur,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7993,Maffin,Donat,Brownies,Kroket,EsKopi_botol,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7994,Bollen_pisang,Kue_Kering,Donat,Lemper,Maffin,EsKopi_botol,Misoa,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7995,Kue_lumpur,Donat,KunirAsem_botol,Lemper,EsCoklat_botol,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7996,Kue_Kering,RotiManis_Selai,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7997,Arem_arem,Kroket,EsCoklat_botol,Risoles,Kue_lumpur,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7998,Kroket,Brownies,RotiManis_Keju,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7999,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,Arem_arem,EsCoklat_botol,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001,Lemper,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002,Kroket,Maffin,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004,Kroket,RotiManis_Coklat,Camilan_khas_pati,Kue_lumpur,Brownies,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
8005,Risoles,Sosis_solo,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8006,Bollen_pisang,Kue_Kering,EsCoklat_botol,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8007,Roti_Tawar,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8008,Donat,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8009,Camilan_khas_pati,Sosis_solo,Arem_arem,Roti_Tawar,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010,RotiManis_Coklat,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8011,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,Kroket,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013,Arem_arem,Apem,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014,RotiManis_Keju,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015,Kroket,EsKopi_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8016,RotiManis_Keju,Apem,Sosis_solo,Maffin,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,
8017,Kue_lumpur,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018,Camilan_khas_pati,EsCoklat_botol,Kroisan,Maffin,Kue_lumpur,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
8019,RotiManis_Keju,Lemper,Kue_lumpur,Sosis_solo,Maffin,KunirAsem_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
8020,Kroket,Sosis_solo,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021,Arem_arem,EsCoklat_botol,Risoles,Kue_Kering,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8023,Risoles,Arem_arem,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8024,EsCoklat_botol,Apem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027,Kroket,EsCoklat_botol,Kroisan,Risoles,Kue_lumpur,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
8028,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8029,Sosis_solo,Apem,Risoles,Kroket,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
8030,Brownies,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8031,Sosis_solo,RotiManis_Coklat,Camilan_khas_pati,Kue_lumpur,Maffin,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
8032,Donat,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,Donat,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8034,Risoles,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8035,Maffin,Donat,KunirAsem_botol,Kue_Kering,EsCoklat_botol,Arem_arem,Camilan_khas_pati,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
8036,Kroket,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8037,Sosis_solo,Kroket,RotiManis_Selai,Maffin,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,
8038,Kroket,Brownies,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039,Misoa,Risoles,Arem_arem,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040,Risoles,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,Camilan_khas_pati,EsKopi_botol,Kroisan,Roti_Tawar,RotiManis_Keju,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
8042,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043,Maffin,Donat,Arem_arem,Camilan_khas_pati,Kue_lumpur,EsKopi_botol,Kue_Kering,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
8044,Roti_Tawar,Donat,Sosis_solo,Misoa,EsCoklat_botol,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
8045,Arem_arem,KunirAsem_botol,Camilan_khas_pati,Misoa,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,Maffin,Apem,Donat,Kroisan,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047,Kroket,Brownies,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,Maffin,Apem,Kue_lumpur,EsCoklat_botol,Lemper,KunirAsem_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
8049,Lemper,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,Arem_arem,Lemper,EsKopi_botol,Camilan_khas_pati,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051,Kroket,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,Kroket,Sosis_solo,Arem_arem,Camilan_khas_pati,EsCoklat_botol,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,
8053,Kue_Kering,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
